Wikidata item,Title,Authorlabel,Linkcount
http://www.wikidata.org/entity/Q7755665,The Outlaw Bible of American Poetry,William S. Burroughs,1
http://www.wikidata.org/entity/Q7731737,The Electronic Revolution,William S. Burroughs,1
http://www.wikidata.org/entity/Q7712372,The Adding Machine: Collected Essays,William S. Burroughs,1
http://www.wikidata.org/entity/Q6494764,Last Words: The Final Journals of William S. Burroughs,William S. Burroughs,1
http://www.wikidata.org/entity/Q5422002,Exterminator!,William S. Burroughs,1
http://www.wikidata.org/entity/Q4724488,Ali's Smile: Naked Scientology,William S. Burroughs,1
http://www.wikidata.org/entity/Q6188323,Jesus the Jew,Géza Vermes,1
http://www.wikidata.org/entity/Q5499594,Fredy Neptune,Les Murray,1
http://www.wikidata.org/entity/Q17110831,The Time Traveler's Almanac,Kage Baker,1
http://www.wikidata.org/entity/Q16385840,Gods and Pawns,Kage Baker,1
http://www.wikidata.org/entity/Q7765299,The Sons of Heaven,Kage Baker,1
http://www.wikidata.org/entity/Q7749277,The Machine's Child,Kage Baker,1
http://www.wikidata.org/entity/Q7747225,The Life of the World to Come,Kage Baker,1
http://www.wikidata.org/entity/Q7737603,The Graveyard Game,Kage Baker,1
http://www.wikidata.org/entity/Q7722506,The Children of the Company,Kage Baker,1
http://www.wikidata.org/entity/Q7537289,Sky Coyote,Kage Baker,1
http://www.wikidata.org/entity/Q6816752,Mendoza in Hollywood,Kage Baker,1
http://www.wikidata.org/entity/Q4921511,"Black Projects, White Knights",Kage Baker,1
http://www.wikidata.org/entity/Q7270238,Queen Camilla,Sue Townsend,1
http://www.wikidata.org/entity/Q7302220,Rebuilding Coventry,Sue Townsend,1
http://www.wikidata.org/entity/Q7069558,Number Ten,Sue Townsend,1
http://www.wikidata.org/entity/Q4685225,Adrian Mole: The Prostrate Years,Sue Townsend,1
http://www.wikidata.org/entity/Q4685224,Adrian Mole: The Cappuccino Years,Sue Townsend,1
http://www.wikidata.org/entity/Q4685227,Adrian Mole and the Weapons of Mass Destruction,Sue Townsend,1
http://www.wikidata.org/entity/Q4685222,Adrian Mole: From Minor to Major,Sue Townsend,1
http://www.wikidata.org/entity/Q7735296,The Friend Who Got Away,Elizabeth Strout,1
http://www.wikidata.org/entity/Q4667595,Abide with Me,Elizabeth Strout,1
http://www.wikidata.org/entity/Q3793549,Elliot Allagash,Simon Rich,1
http://www.wikidata.org/entity/Q4969311,Britannia Unchained,Dominic Raab,1
http://www.wikidata.org/entity/Q18121180,The Gall Wasp Genus Cynips: A Study in the Origin of Species,Alfred Kinsey,1
http://www.wikidata.org/entity/Q5746098,Hess: A Biography,Heinrich Fraenkel,1
http://www.wikidata.org/entity/Q7782723,There Goes the Neighborhood,William Julius Wilson,1
http://www.wikidata.org/entity/Q7992824,When Work Disappears,William Julius Wilson,1
http://www.wikidata.org/entity/Q5032673,Cannibals and Kings,Marvin Harris,1
http://www.wikidata.org/entity/Q8024493,Winds of Change: The Future of Democracy in Iran,Reza Pahlavi,1
http://www.wikidata.org/entity/Q7236342,Power Kills,Rudolph Rummel,1
http://www.wikidata.org/entity/Q6533247,Lethal Politics: Soviet Genocide and Mass Murder since 1917,Rudolph Rummel,1
http://www.wikidata.org/entity/Q7510750,"Siegwart, eine Klostergeschichte",Johann Martin Miller,1
http://www.wikidata.org/entity/Q16386559,King Coal,Upton Sinclair,1
http://www.wikidata.org/entity/Q8035216,World's End,Upton Sinclair,1
http://www.wikidata.org/entity/Q7758494,The Profits of Religion,Upton Sinclair,1
http://www.wikidata.org/entity/Q7760412,The Return of Lanny Budd,Upton Sinclair,1
http://www.wikidata.org/entity/Q7783660,They Call Me Carpenter,Upton Sinclair,1
http://www.wikidata.org/entity/Q7998596,Wide Is the Gate,Upton Sinclair,1
http://www.wikidata.org/entity/Q7719857,The Brass Check,Upton Sinclair,1
http://www.wikidata.org/entity/Q7737329,The Goose-Step,Upton Sinclair,1
http://www.wikidata.org/entity/Q7743555,The Journal of Arthur Stirling,Upton Sinclair,1
http://www.wikidata.org/entity/Q7728411,The Cup of Fury,Upton Sinclair,1
http://www.wikidata.org/entity/Q7734479,The Flivver King,Upton Sinclair,1
http://www.wikidata.org/entity/Q7726532,The Coal War,Upton Sinclair,1
http://www.wikidata.org/entity/Q7241451,Presidential Mission,Upton Sinclair,1
http://www.wikidata.org/entity/Q7241410,Presidential Agent,Upton Sinclair,1
http://www.wikidata.org/entity/Q7073327,"O Shepherd, Speak!",Upton Sinclair,1
http://www.wikidata.org/entity/Q7362000,Roman Holiday,Upton Sinclair,1
http://www.wikidata.org/entity/Q7092531,One Clear Call,Upton Sinclair,1
http://www.wikidata.org/entity/Q6817441,Mental Radio,Upton Sinclair,1
http://www.wikidata.org/entity/Q6745842,Mammonart,Upton Sinclair,1
http://www.wikidata.org/entity/Q5305215,Dragon Harvest,Upton Sinclair,1
http://www.wikidata.org/entity/Q5305069,Dragon's Teeth,Upton Sinclair,1
http://www.wikidata.org/entity/Q4899124,Between Two Worlds,Upton Sinclair,1
http://www.wikidata.org/entity/Q4947714,Boston,Upton Sinclair,1
http://www.wikidata.org/entity/Q4660827,A World to Win,Upton Sinclair,1
http://www.wikidata.org/entity/Q16844757,Born to be Riled,Jeremy Clarkson,1
http://www.wikidata.org/entity/Q5307970,Driven to Distraction,Jeremy Clarkson,1
http://www.wikidata.org/entity/Q7754659,The Occupy Handbook,Peter Diamond,1
http://www.wikidata.org/entity/Q7811314,To the Stars: The Autobiography of George Takei,George Takei,1
http://www.wikidata.org/entity/Q16968206,Year's Best SF 5,Cory Doctorow,1
http://www.wikidata.org/entity/Q10563546,Homeland,Cory Doctorow,1
http://www.wikidata.org/entity/Q8028079,With a Little Help,Cory Doctorow,1
http://www.wikidata.org/entity/Q7759446,The Rapture of the Nerds,Cory Doctorow,1
http://www.wikidata.org/entity/Q7727149,The Complete Idiot's Guide to Publishing Science Fiction,Cory Doctorow,1
http://www.wikidata.org/entity/Q7559667,"Someone Comes to Town, Someone Leaves Town",Cory Doctorow,1
http://www.wikidata.org/entity/Q7197787,Pirate Cinema,Cory Doctorow,1
http://www.wikidata.org/entity/Q7113598,Overclocked: Stories of the Future Present,Cory Doctorow,1
http://www.wikidata.org/entity/Q5330486,Eastern Standard Tribe,Cory Doctorow,1
http://www.wikidata.org/entity/Q4545488,/usr/bin/god,Cory Doctorow,1
http://www.wikidata.org/entity/Q4658859,A Place So Foreign and Eight More,Cory Doctorow,1
http://www.wikidata.org/entity/Q7756730,The Peripheral,William Gibson,1
http://www.wikidata.org/entity/Q5283578,Distrust That Particular Flavor,William Gibson,1
http://www.wikidata.org/entity/Q15999894,The Longest Journey,E. M. Forster,1
http://www.wikidata.org/entity/Q7721831,The Celestial Omnibus,E. M. Forster,1
http://www.wikidata.org/entity/Q5692744,Heartburn,Nora Ephron,1
http://www.wikidata.org/entity/Q5977102,I Feel Bad About My Neck,Nora Ephron,1
http://www.wikidata.org/entity/Q6912916,Morning and Noon,Dean Acheson,1
http://www.wikidata.org/entity/Q7240939,Present at the Creation: My Years in the State Department,Dean Acheson,1
http://www.wikidata.org/entity/Q7770095,The Tree of Seasons,Stephen Gately,1
http://www.wikidata.org/entity/Q7446856,Seinlanguage,Jerry Seinfeld,1
http://www.wikidata.org/entity/Q6296548,Journeys of a German in England in 1782,Karl Philipp Moritz,1
http://www.wikidata.org/entity/Q16145259,The Secret Books of Paradys,Tanith Lee,1
http://www.wikidata.org/entity/Q16145255,Personal Darkness,Tanith Lee,1
http://www.wikidata.org/entity/Q16773080,Dark Dance,Tanith Lee,1
http://www.wikidata.org/entity/Q16773083,"Darkness, I",Tanith Lee,1
http://www.wikidata.org/entity/Q16773065,The White Serpent,Tanith Lee,1
http://www.wikidata.org/entity/Q16773063,The Storm Lord,Tanith Lee,1
http://www.wikidata.org/entity/Q13571453,Quest for the White Witch,Tanith Lee,1
http://www.wikidata.org/entity/Q8031376,Women as Demons: The Male Perception of Women through Space and Time,Tanith Lee,1
http://www.wikidata.org/entity/Q7761930,The S.I.L.V.E.R. Series,Tanith Lee,1
http://www.wikidata.org/entity/Q7768619,The Thaw,Tanith Lee,1
http://www.wikidata.org/entity/Q7699058,"Tempting The Gods: The Selected Stories of Tanith Lee, Volume 1",Tanith Lee,1
http://www.wikidata.org/entity/Q7723246,The Claidi Journals,Tanith Lee,1
http://www.wikidata.org/entity/Q6726340,Madame Two Swords,Tanith Lee,1
http://www.wikidata.org/entity/Q5944955,"Hunting The Shadows: The Selected Stories of Tanith Lee, Volume Two",Tanith Lee,1
http://www.wikidata.org/entity/Q5291465,Don't Bite the Sun,Tanith Lee,1
http://www.wikidata.org/entity/Q5306732,Dreams of Dark and Light: The Great Short Fiction of Tanith Lee,Tanith Lee,1
http://www.wikidata.org/entity/Q2966374,Volkhavaar,Tanith Lee,1
http://www.wikidata.org/entity/Q2248476,"Vazkor, Son of Vazkor",Tanith Lee,1
http://www.wikidata.org/entity/Q1907286,Anackire,Tanith Lee,1
http://www.wikidata.org/entity/Q6544912,Life Isn't All Ha Ha Hee Hee,Meera Syal,1
http://www.wikidata.org/entity/Q17055080,Hemmet,Fredrika Bremer,1
http://www.wikidata.org/entity/Q16386195,I nattens tystnad,Margit Sandemo,1
http://www.wikidata.org/entity/Q7915652,Vargens lilla lamm,Margit Sandemo,1
http://www.wikidata.org/entity/Q7534180,Skattejakten,Margit Sandemo,1
http://www.wikidata.org/entity/Q6419504,Kjære Margit,Margit Sandemo,1
http://www.wikidata.org/entity/Q5980217,I riddarnas spår,Margit Sandemo,1
http://www.wikidata.org/entity/Q19902638,The Key,Sara Bergmark Elfgren,1
http://www.wikidata.org/entity/Q17103648,City of the Mind,Penelope Lively,1
http://www.wikidata.org/entity/Q7773120,The Voyage of QV66,Penelope Lively,1
http://www.wikidata.org/entity/Q7142649,Passing On,Penelope Lively,1
http://www.wikidata.org/entity/Q7248494,Programming Ruby,Andy Hunt,1
http://www.wikidata.org/entity/Q16954345,The Dark Page,Samuel Fuller,1
http://www.wikidata.org/entity/Q6544283,Lies That Chelsea Handler Told Me,Chelsea Handler,1
http://www.wikidata.org/entity/Q4788477,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,1
http://www.wikidata.org/entity/Q7045140,No Two Alike: Human Nature and Human Individuality,Judith Rich Harris,1
http://www.wikidata.org/entity/Q7721661,The Cat Who Went Bananas,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721662,The Cat Who Went Underground,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721657,The Cat Who Talked Turkey,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721656,The Cat Who Tailed a Thief,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721659,The Cat Who Turned On and Off,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721658,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721653,The Cat Who Saw Red,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721652,The Cat Who Played Post Office,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721655,The Cat Who Sniffed Glue,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721649,The Cat Who Knew a Cardinal,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721648,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721651,The Cat Who Played Brahms,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721650,The Cat Who Lived High,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721644,The Cat Who Came to Breakfast,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721647,The Cat Who Had 60 Whiskers,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721646,The Cat Who Dropped a Bombshell,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721641,The Cat Who Ate Danish Modern,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7721642,The Cat Who Brought Down the House,Lilian Jackson Braun,1
http://www.wikidata.org/entity/Q7719284,The Book of Not,Tsitsi Dangarembga,1
http://www.wikidata.org/entity/Q6996918,Nervous Conditions,Tsitsi Dangarembga,1
http://www.wikidata.org/entity/Q7638682,Sun and Shadow,Åke Edwardson,1
http://www.wikidata.org/entity/Q7003950,Never End,Åke Edwardson,1
http://www.wikidata.org/entity/Q5506308,Frozen Tracks,Åke Edwardson,1
http://www.wikidata.org/entity/Q19894175,Mrityukshuda,Kazi Nazrul Islam,1
http://www.wikidata.org/entity/Q5245129,Dead Children Playing,Thom Yorke,1
http://www.wikidata.org/entity/Q7711257,That Pesky Rat,Lauren Child,1
http://www.wikidata.org/entity/Q7883307,Under the Hill,Aubrey Beardsley,1
http://www.wikidata.org/entity/Q17006637,Maud Martha,Gwendolyn Brooks,1
http://www.wikidata.org/entity/Q7719226,The Book of Folly,Anne Sexton,1
http://www.wikidata.org/entity/Q4656465,A Different Universe,Robert B. Laughlin,1
http://www.wikidata.org/entity/Q7186231,Philosophy as Cultural Politics,Richard Rorty,1
http://www.wikidata.org/entity/Q7186225,Philosophy and Social Hope,Richard Rorty,1
http://www.wikidata.org/entity/Q4673681,Achieving Our Country,Richard Rorty,1
http://www.wikidata.org/entity/Q5165349,"Contingency, Irony, and Solidarity",Richard Rorty,1
http://www.wikidata.org/entity/Q2103019,Saartje Tadema,Thea Beckman,1
http://www.wikidata.org/entity/Q7774863,The Wild Girls,Pat Murphy,1
http://www.wikidata.org/entity/Q7732270,The Enough Moment,Don Cheadle,1
http://www.wikidata.org/entity/Q7062147,Not On Our Watch,Don Cheadle,1
http://www.wikidata.org/entity/Q12007202,Totem,Knut Faldbakken,1
http://www.wikidata.org/entity/Q16847880,In the Stone House,Barry N. Malzberg,1
http://www.wikidata.org/entity/Q13459627,Phase IV,Barry N. Malzberg,1
http://www.wikidata.org/entity/Q6012759,In the Pocket: And Other SF Stories,Barry N. Malzberg,1
http://www.wikidata.org/entity/Q4899922,Beyond Apollo,Barry N. Malzberg,1
http://www.wikidata.org/entity/Q3795460,The King of Schnorrers,Israel Zangwill,1
http://www.wikidata.org/entity/Q5870278,History of the Reformation in Scotland,John Knox,1
http://www.wikidata.org/entity/Q4943017,Book of Discipline,John Knox,1
http://www.wikidata.org/entity/Q5500523,Freedom Evolves,Daniel Dennett,1
http://www.wikidata.org/entity/Q5353789,Elbow Room,Daniel Dennett,1
http://www.wikidata.org/entity/Q4955931,Brainstorms,Daniel Dennett,1
http://www.wikidata.org/entity/Q7758801,The Purple Decades,Tom Wolfe,1
http://www.wikidata.org/entity/Q7758733,The Pump House Gang,Tom Wolfe,1
http://www.wikidata.org/entity/Q7755908,The Painted Word,Tom Wolfe,1
http://www.wikidata.org/entity/Q7753652,The New Journalism,Tom Wolfe,1
http://www.wikidata.org/entity/Q6794085,"Mauve Gloves & Madmen, Clutter & Vine",Tom Wolfe,1
http://www.wikidata.org/entity/Q6010365,In Our Time,Tom Wolfe,1
http://www.wikidata.org/entity/Q5975940,I Am Charlotte Simmons,Tom Wolfe,1
http://www.wikidata.org/entity/Q4658094,A Man in Full,Tom Wolfe,1
http://www.wikidata.org/entity/Q10466876,Darling River,Sara Stridsberg,1
http://www.wikidata.org/entity/Q7736860,The Gnostic Paul,Elaine Pagels,1
http://www.wikidata.org/entity/Q6035968,Innocent: Her Fancy and His Fact,Marie Corelli,1
http://www.wikidata.org/entity/Q4659270,A Romance of Two Worlds,Marie Corelli,1
http://www.wikidata.org/entity/Q17026238,A Walk in Wolf Wood,Mary Stewart,1
http://www.wikidata.org/entity/Q17111439,Nine Coaches Waiting,Mary Stewart,1
http://www.wikidata.org/entity/Q7796608,Thornyhold,Mary Stewart,1
http://www.wikidata.org/entity/Q7786243,This Rough Magic,Mary Stewart,1
http://www.wikidata.org/entity/Q7828619,Touch Not the Cat,Mary Stewart,1
http://www.wikidata.org/entity/Q7775062,The Wind Off the Small Isles,Mary Stewart,1
http://www.wikidata.org/entity/Q8001226,Wildfire at Midnight,Mary Stewart,1
http://www.wikidata.org/entity/Q7742788,The Ivy Tree,Mary Stewart,1
http://www.wikidata.org/entity/Q6726225,"Madam, Will You Talk?",Mary Stewart,1
http://www.wikidata.org/entity/Q6945117,My Brother Michael,Mary Stewart,1
http://www.wikidata.org/entity/Q4698990,Airs Above the Ground,Mary Stewart,1
http://www.wikidata.org/entity/Q4900155,Beyond the Limits,Donella Meadows,1
http://www.wikidata.org/entity/Q3735097,Eva,Giovanni Verga,1
http://www.wikidata.org/entity/Q20713298,The Forger,Edgar Wallace,1
http://www.wikidata.org/entity/Q20876390,The Terrible People,Edgar Wallace,1
http://www.wikidata.org/entity/Q16564851,The Twister,Edgar Wallace,1
http://www.wikidata.org/entity/Q7728933,The Dark Eyes of London,Edgar Wallace,1
http://www.wikidata.org/entity/Q7720965,The Calendar,Edgar Wallace,1
http://www.wikidata.org/entity/Q7726505,The Clue of the New Pin,Edgar Wallace,1
http://www.wikidata.org/entity/Q6375719,Kate Plus Ten,Edgar Wallace,1
http://www.wikidata.org/entity/Q3794786,The Mystery of the Twisted Candle,Edgar Wallace,1
http://www.wikidata.org/entity/Q3795376,A King by Night,Edgar Wallace,1
http://www.wikidata.org/entity/Q3818966,The riddle of the silver key,Edgar Wallace,1
http://www.wikidata.org/entity/Q18648978,Odd Thomas: You Are Destined to Be Together Forever,Dean Koontz,1
http://www.wikidata.org/entity/Q18844758,Saint Odd,Dean Koontz,1
http://www.wikidata.org/entity/Q18791392,The Dead Town,Dean Koontz,1
http://www.wikidata.org/entity/Q16387154,Mr. Murder,Dean Koontz,1
http://www.wikidata.org/entity/Q16959919,Odd Thomas,Dean Koontz,1
http://www.wikidata.org/entity/Q16385447,Deeply Odd,Dean Koontz,1
http://www.wikidata.org/entity/Q15070910,The Funhouse (novel),Dean Koontz,1
http://www.wikidata.org/entity/Q15035522,77 Shadow Street,Dean Koontz,1
http://www.wikidata.org/entity/Q7991630,What the Night Knows,Dean Koontz,1
http://www.wikidata.org/entity/Q7857987,Twilight Eyes,Dean Koontz,1
http://www.wikidata.org/entity/Q7993985,Whispers,Dean Koontz,1
http://www.wikidata.org/entity/Q7733016,The Face,Dean Koontz,1
http://www.wikidata.org/entity/Q7621404,Strange Highways,Dean Koontz,1
http://www.wikidata.org/entity/Q7744174,The Key to Midnight,Dean Koontz,1
http://www.wikidata.org/entity/Q7737216,The Good Guy,Dean Koontz,1
http://www.wikidata.org/entity/Q7460511,Shadow Fires,Dean Koontz,1
http://www.wikidata.org/entity/Q7447044,Seize the Night,Dean Koontz,1
http://www.wikidata.org/entity/Q7729038,The Darkest Evening of the Year,Dean Koontz,1
http://www.wikidata.org/entity/Q7734421,The Flesh in the Furnace,Dean Koontz,1
http://www.wikidata.org/entity/Q7077393,Odd Is On Our Side,Dean Koontz,1
http://www.wikidata.org/entity/Q7077387,Odd Hours,Dean Koontz,1
http://www.wikidata.org/entity/Q7077300,Odd Apocalypse,Dean Koontz,1
http://www.wikidata.org/entity/Q6544773,Life Expectancy,Dean Koontz,1
http://www.wikidata.org/entity/Q7332542,Ride the Storm,Dean Koontz,1
http://www.wikidata.org/entity/Q7092592,One Door Away from Heaven,Dean Koontz,1
http://www.wikidata.org/entity/Q7310958,Relentless,Dean Koontz,1
http://www.wikidata.org/entity/Q7033247,Night Chills,Dean Koontz,1
http://www.wikidata.org/entity/Q6059552,Invasion,Dean Koontz,1
http://www.wikidata.org/entity/Q6684252,Lost Souls,Dean Koontz,1
http://www.wikidata.org/entity/Q5915215,House of Odd,Dean Koontz,1
http://www.wikidata.org/entity/Q5505624,From the Corner of His Eye,Dean Koontz,1
http://www.wikidata.org/entity/Q5985585,Icebound,Dean Koontz,1
http://www.wikidata.org/entity/Q6010275,In Odd We Trust,Dean Koontz,1
http://www.wikidata.org/entity/Q5305372,Dragonfly,Dean Koontz,1
http://www.wikidata.org/entity/Q5432653,False Memory,Dean Koontz,1
http://www.wikidata.org/entity/Q5087095,Chase,Dean Koontz,1
http://www.wikidata.org/entity/Q5245451,Dead and Alive,Dean Koontz,1
http://www.wikidata.org/entity/Q5223705,Darkness Under the Sun,Dean Koontz,1
http://www.wikidata.org/entity/Q5223631,Darkfall,Dean Koontz,1
http://www.wikidata.org/entity/Q5003868,By the Light of the Moon,Dean Koontz,1
http://www.wikidata.org/entity/Q4975539,Brother Odd,Dean Koontz,1
http://www.wikidata.org/entity/Q4959931,Breathless,Dean Koontz,1
http://www.wikidata.org/entity/Q14946219,Lives of the Necromancers,William Godwin,1
http://www.wikidata.org/entity/Q8563721,Fleetwood,William Godwin,1
http://www.wikidata.org/entity/Q7589523,St. Leon,William Godwin,1
http://www.wikidata.org/entity/Q6748000,Mandeville,William Godwin,1
http://www.wikidata.org/entity/Q4728566,All American Boy,William J. Mann,1
http://www.wikidata.org/entity/Q7738945,The Harsh Cry of the Heron,Gillian Rubinstein,1
http://www.wikidata.org/entity/Q7572327,Space Demons,Gillian Rubinstein,1
http://www.wikidata.org/entity/Q5518056,Galax-Arena,Gillian Rubinstein,1
http://www.wikidata.org/entity/Q2997648,Kalau Tak Untung,Sariamin Ismail,1
http://www.wikidata.org/entity/Q7135970,"Peter Voss, Thief of Millions",Ewald Gerhard Seeliger,1
http://www.wikidata.org/entity/Q5040278,Carl Haffner's Love of the Draw,Thomas Glavinic,1
http://www.wikidata.org/entity/Q4750243,An Uncommon Story,Ivan Goncharov,1
http://www.wikidata.org/entity/Q17022882,Shakespeare and the Goddess of Complete Being,Ted Hughes,1
http://www.wikidata.org/entity/Q16999314,Remains of Elmet,Ted Hughes,1
http://www.wikidata.org/entity/Q15034500,The Iron Woman,Ted Hughes,1
http://www.wikidata.org/entity/Q8030237,Wolfwatching,Ted Hughes,1
http://www.wikidata.org/entity/Q7739073,The Hawk in the Rain,Ted Hughes,1
http://www.wikidata.org/entity/Q7679254,Tales from Ovid,Ted Hughes,1
http://www.wikidata.org/entity/Q6908507,Moortown Diary,Ted Hughes,1
http://www.wikidata.org/entity/Q5189069,Crow,Ted Hughes,1
http://www.wikidata.org/entity/Q4969311,Britannia Unchained,Elizabeth Truss,1
http://www.wikidata.org/entity/Q7765884,The Spiral Dance,Starhawk,1
http://www.wikidata.org/entity/Q7733773,The Fifth Sacred Thing,Starhawk,1
http://www.wikidata.org/entity/Q5306632,"Dreaming the Dark: Magic, Sex, and Politics",Starhawk,1
http://www.wikidata.org/entity/Q20972676,Neural Darwinism – The Theory of Neuronal Group Selection,Gerald Edelman,1
http://www.wikidata.org/entity/Q7304614,Red Moon and Black Mountain,Joy Chant,1
http://www.wikidata.org/entity/Q16976983,It Had to Be You,Susan Elizabeth Phillips,1
http://www.wikidata.org/entity/Q7045877,Nobody's Baby But Mine,Susan Elizabeth Phillips,1
http://www.wikidata.org/entity/Q20899511,The Murder of Mary Russell,Laurie R. King,1
http://www.wikidata.org/entity/Q17014108,To Play the Fool,Laurie R. King,1
http://www.wikidata.org/entity/Q16201510,Garment of Shadows,Laurie R. King,1
http://www.wikidata.org/entity/Q16165202,Pirate King,Laurie R. King,1
http://www.wikidata.org/entity/Q16989082,Dreaming Spies,Laurie R. King,1
http://www.wikidata.org/entity/Q8027974,With Child,Laurie R. King,1
http://www.wikidata.org/entity/Q7752204,The Moor,Laurie R. King,1
http://www.wikidata.org/entity/Q7745453,The Language of Bees,Laurie R. King,1
http://www.wikidata.org/entity/Q7714433,The Art of Detection,Laurie R. King,1
http://www.wikidata.org/entity/Q7736918,The God of the Hive,Laurie R. King,1
http://www.wikidata.org/entity/Q7716279,The Beekeeper's Apprentice,Laurie R. King,1
http://www.wikidata.org/entity/Q7735697,The Game,Laurie R. King,1
http://www.wikidata.org/entity/Q7073272,O Jerusalem,Laurie R. King,1
http://www.wikidata.org/entity/Q6665406,Locked Rooms,Laurie R. King,1
http://www.wikidata.org/entity/Q7033564,Night Work,Laurie R. King,1
http://www.wikidata.org/entity/Q6316927,Justice Hall,Laurie R. King,1
http://www.wikidata.org/entity/Q6960447,Naked Came the Phoenix,Laurie R. King,1
http://www.wikidata.org/entity/Q4657157,A Grave Talent,Laurie R. King,1
http://www.wikidata.org/entity/Q4657700,A Letter of Mary,Laurie R. King,1
http://www.wikidata.org/entity/Q4658347,A Monstrous Regiment of Women,Laurie R. King,1
http://www.wikidata.org/entity/Q7771331,The Unconsoled,Kazuo Ishiguro,1
http://www.wikidata.org/entity/Q5163193,Consider the Oyster,M. F. K. Fisher,1
http://www.wikidata.org/entity/Q7753090,The Nargun and the Stars,Patricia Wrightson,1
http://www.wikidata.org/entity/Q7636352,Sullam al-sama',Jamshīd al-Kāshī,1
http://www.wikidata.org/entity/Q19902626,American Fantastic Tales,Jack Finney,1
http://www.wikidata.org/entity/Q5505538,From Time to Time,Jack Finney,1
http://www.wikidata.org/entity/Q15733485,Itala antologio,Benvenuto Cellini,1
http://www.wikidata.org/entity/Q16386678,Life and Times of Frederick Douglass,Frederick Douglass,1
http://www.wikidata.org/entity/Q7739504,The Heroic Slave,Frederick Douglass,1
http://www.wikidata.org/entity/Q6945057,My Bondage and My Freedom,Frederick Douglass,1
http://www.wikidata.org/entity/Q7970773,Warrior Marks,Alice Walker,1
http://www.wikidata.org/entity/Q7768366,The Temple of My Familiar,Alice Walker,1
http://www.wikidata.org/entity/Q7768808,The Third Life of Grange Copeland,Alice Walker,1
http://www.wikidata.org/entity/Q7233383,Possessing the Secret of Joy,Alice Walker,1
http://www.wikidata.org/entity/Q6819288,Meridian,Alice Walker,1
http://www.wikidata.org/entity/Q6842876,Midnight on the Mavi Marmara,Alice Walker,1
http://www.wikidata.org/entity/Q6010686,In Search of Our Mothers' Gardens: Womanist Prose,Alice Walker,1
http://www.wikidata.org/entity/Q5417836,Everyday Use,Alice Walker,1
http://www.wikidata.org/entity/Q4691049,Against Sadomasochism: A Radical Feminist Analysis,Alice Walker,1
http://www.wikidata.org/entity/Q6945820,"My Life, Sofia Andreevna Tolstaya",Sophia Tolstaya,1
http://www.wikidata.org/entity/Q16821450,An Account of Corsica,James Boswell,1
http://www.wikidata.org/entity/Q7462768,Shakespeare's Kings: the Great Plays and the History of England in the Middle Ages: 1337-1485,John Julius Norwich,1
http://www.wikidata.org/entity/Q4657337,A History of Venice,John Julius Norwich,1
http://www.wikidata.org/entity/Q4659462,A Short History of Byzantium,John Julius Norwich,1
http://www.wikidata.org/entity/Q4749804,An Appeal to Reason,Nigel Lawson,1
http://www.wikidata.org/entity/Q15545540,La arto labori kune : festlibro por Humphrey Tonkin,Sabine Fiedler,1
http://www.wikidata.org/entity/Q19895868,Sing Down the Moon,Scott O'Dell,1
http://www.wikidata.org/entity/Q7713597,The Amethyst Ring,Scott O'Dell,1
http://www.wikidata.org/entity/Q6946126,My Name Is Not Angelica,Scott O'Dell,1
http://www.wikidata.org/entity/Q7617187,Still Woman Enough,Loretta Lynn,1
http://www.wikidata.org/entity/Q7620484,Storyteller,Leslie Marmon Silko,1
http://www.wikidata.org/entity/Q5064165,Ceremony,Leslie Marmon Silko,1
http://www.wikidata.org/entity/Q4733682,Almanac of the Dead,Leslie Marmon Silko,1
http://www.wikidata.org/entity/Q7713230,The Alpine Path: The Story of My Career,Lucy Maud Montgomery,1
http://www.wikidata.org/entity/Q20981730,Mine Boy,Peter Abrahams,1
http://www.wikidata.org/entity/Q20981347,A Wreath for Udomo,Peter Abrahams,1
http://www.wikidata.org/entity/Q17021886,Stone Tables,Orson Scott Card,1
http://www.wikidata.org/entity/Q16386797,Lovelock,Orson Scott Card,1
http://www.wikidata.org/entity/Q16386712,"Listen, Mom and Dad",Orson Scott Card,1
http://www.wikidata.org/entity/Q7882210,Unaccompanied Sonata and Other Stories,Orson Scott Card,1
